As Of,Document Create Date,Sales_ID,Material Number,Line Customer Request Date,Delivery Block Item,Delivery Block Description,Quantity Backordered in Base Unit,BackOrderedNetValue_USD,KEY,Rootcause,ETA Full BO,BO Category,Comments
2023-10-30,2023-09-15,7035e10c-716c,012-BIOTRACE-MINI,2023-09-15,,,4,5440,QC7997251562,,,0,
2023-10-30,2023-09-19,801609b3-957a,006-TRAYMAT-01,2023-09-19,,,5,53460,FV7062667111,,,0,
2023-10-30,2023-10-27,05b7e87f-454c,002-NX-01,2023-10-27,,,8,38720,BL6696656966,,,0,
2023-10-30,2023-10-23,b496e6c1-51f3,002-NX-01,2023-10-23,16,,13,117975,YL8860335450,,,0,
2023-10-30,2023-10-06,7a3b5c8b-c581,011-BIOTRACE-PRO,2023-10-06,16,,2,11904,FB9307530081,,,0,
2023-10-30,2023-10-25,71118931-cdb3,002-NX-01,2023-10-25,,,9,108900,KH2908817033,,,0,
2023-10-30,2023-10-12,8a57d53d-461b,009-CCB-01,2023-10-12,16,,2,2564,KJ7439425039,,,0,
2023-10-30,2023-09-15,88812255-af8e,014-VERISURE-BD,2023-09-15,,,1,11910,RI9383798923,,,0,
2023-10-31,2023-10-24,3739a5ad-c8bb,018-ENZOL-01,2023-10-23,,,1,9500,DP1602382533,,,0,
2023-10-31,2023-10-23,03dd9aa7-24fd,011-BIOTRACE-PRO,2023-10-23,16,,4,23808,DH1224256941,,,0,
2023-10-31,2023-10-25,55293719-5d8c,008-CASSETTE-01,2023-10-25,,,1,1570,HJ6528986122,,,0,
2023-10-31,2023-10-09,a315afe8-37df,007-TYVEK-01,2023-10-09,16,,16,124128,RF8390166434,,,0,
2023-10-31,2023-10-26,735025b4-ce5d,001-100NX-01,2023-10-26,16,,2,3272,OJ7945404507,,,0,
2023-10-31,2023-10-12,7d408fbc-ceda,018-ENZOL-01,2023-10-12,16,,12,182400,IE6692947230,,,0,
2023-10-31,2023-10-17,dec751e5-5f01,005-APTITRH-01,2023-10-17,,,6,1248,BI6311442310,,,0,
2023-10-31,2023-09-21,4b50561b-fdad,010-VELOCITY-01,2023-10-21,16,,2,6832,FB8101948603,,,0,
2023-10-31,2023-10-25,44e6b440-e4f2,013-SEALSURE-01,2023-10-25,16,,2,592,RK1797673805,,,0,
2023-10-31,2023-09-15,315d8420-4f8c,014-VERISURE-BD,2023-09-15,,,6,38112,DA6115800819,,,0,
2023-10-31,2023-09-15,58ebde6f-d3e4,013-SEALSURE-01,2023-09-15,,,1,1776,OY6084026584,,,0,
2023-10-31,2023-10-06,d5e244d0-ed97,018-ENZOL-01,2023-10-05,,,11,188100,LL2361299890,,,0,
2023-10-31,2023-10-12,de890a17-839d,011-BIOTRACE-PRO,2023-10-12,16,,6,31248,OR5148934291,,,0,
2023-10-31,2023-10-03,3fa9c3c8-7b1c,014-VERISURE-BD,2023-10-03,16,,7,50022,CY8387566112,,,0,
2023-10-31,2023-10-25,1c20ea5b-7e1a,002-NX-01,2023-10-25,,,12,87120,NA6904820504,,,0,
2023-10-31,2023-09-25,8fc3f2ec-69e9,019-CIDEX-01,2023-09-25,16,,1,1324,HQ4795577354,,,0,
2023-10-31,2023-10-19,47be2674-0e8a,006-TRAYMAT-01,2023-10-19,,,3,8019,QA7495298989,,,0,
2023-10-31,2023-09-26,835dcfff-716a,012-BIOTRACE-MINI,2023-09-26,16,,3,3264,YX6978913891,,,0,
2023-10-31,2023-10-06,67b83bb8-036d,016-AEROFLEX-01,2023-10-06,16,,1,404,GJ0136011345,,,0,
2023-10-31,2023-10-12,eb4c9970-3b2a,021-CIDEZYME-01,2023-10-12,16,,3,4725,ZB7355769208,,,0,
2023-10-31,2023-10-09,b4522f5c-3bf6,008-CASSETTE-01,2023-10-09,16,,3,21195,ES2613022108,,,0,
2023-10-31,2023-10-25,9df3e90e-e4ae,001-100NX-01,2023-10-25,,,1,818,HV1201175274,,,0,
2023-10-31,2023-09-19,a9cc3a64-1e53,009-CCB-01,2023-09-19,,,13,133328,QQ4523703935,,,0,
2023-10-31,2023-10-18,9dc9ffa8-eb2d,004-APTITR-01,2023-10-18,16,,9,73359,IU1571751312,,,0,
2023-10-31,2023-09-26,08a8820c-3905,008-CASSETTE-01,2023-09-26,16,,4,12560,KP4652467768,,,0,
2023-10-31,2023-10-27,f9476daf-81d8,018-ENZOL-01,2023-10-27,,,1,1900,BO3875640588,,,0,
2023-10-31,2023-10-06,0b95c631-7d12,005-APTITRH-01,2023-10-06,16,,3,195,HF6714959809,,,0,
2023-10-31,2023-06-19,c18c3d59-a7dd,008-CASSETTE-01,2023-09-01,,,15,176625,XZ9453800108,,,0,
2023-10-31,2023-10-12,15de3c5b-a567,014-VERISURE-BD,2023-10-12,16,,7,83370,ZC3758979202,,,0,
2023-10-31,2023-10-27,53785795-5853,001-100NX-01,2023-10-27,,,3,22086,NF8439589490,,,0,
2023-10-31,2023-10-09,0ea404c4-e55a,010-VELOCITY-01,2023-10-09,16,,1,2196,RD0113320166,,,0,
2023-10-31,2023-09-26,a20d6e34-c3cc,005-APTITRH-01,2023-09-26,16,,7,1274,LW5124091418,,,0,
2023-10-31,2023-10-30,73cad82c-4842,002-NX-01,2023-10-30,Z1,,1,7865,XX1143718599,,,0,
2023-10-31,2023-10-20,4b19b976-893a,014-VERISURE-BD,2023-10-20,16,,1,2382,UZ1314389279,,,0,
2023-10-31,2023-10-26,1e643059-e01a,013-SEALSURE-01,2023-10-26,,,7,19684,WN2880638273,,,0,
2023-10-31,2023-10-26,bc97d029-8b8f,007-TYVEK-01,2023-10-26,16,,12,77580,PW2082224846,,,0,
2023-10-31,2023-10-06,a81553eb-e6d9,013-SEALSURE-01,2023-10-06,16,,1,444,NF8164206646,,,0,
2023-10-31,2023-09-26,566ef617-0b77,011-BIOTRACE-PRO,2023-09-25,,,7,36456,KA9261230280,,,0,
2023-10-31,2023-09-28,c2f4b7e2-11e6,015-VERISURE-MI,2023-09-28,,,15,123360,EA4991583717,,,0,
2023-11-01,2023-10-24,c6ff025b-b9d4,013-SEALSURE-01,2023-10-23,,,4,8288,WY5621412517,,,0,
2023-11-01,2023-10-25,b0e1abee-0389,014-VERISURE-BD,2023-10-25,,,3,19056,MJ8982593798,,,0,
2023-11-01,2023-10-26,4962642f-7aa8,008-CASSETTE-01,2023-10-26,16,,4,31400,UQ9841066117,,,0,
2023-11-01,2023-10-09,c4cad5a8-db57,016-AEROFLEX-01,2023-10-09,16,,1,404,FC2511794941,,,0,
2023-11-01,2023-10-27,37138249-c009,002-NX-01,2023-10-27,,,18,217800,LQ7545942420,,,0,
2023-11-01,2023-10-23,5f8e6f25-ee8e,015-VERISURE-MI,2023-10-23,16,,7,28784,AT5297736570,,,0,
2023-11-01,2023-10-17,28ffa0ad-44ff,001-100NX-01,2023-10-17,,,2,27812,GH0529401028,,,0,
2023-11-01,2023-09-21,d76aa326-4bb8,017-EVOTECH-01,2023-10-21,16,,11,192698,YX2617231881,,,0,
2023-11-01,2023-10-12,23fbb8ac-6ae3,010-VELOCITY-01,2023-10-12,16,,11,48312,UL7052900255,,,0,
2023-11-01,2023-10-25,31eb1b0c-fbca,012-BIOTRACE-MINI,2023-10-25,16,,2,1088,PD8662112862,,,0,
2023-11-01,2023-09-15,c8cb6aff-cfbc,021-CIDEZYME-01,2023-09-15,,,12,17640,TT6015639146,,,0,
2023-11-01,2023-09-15,133ffec6-13af,002-NX-01,2023-09-15,,,3,18150,YX4999977262,,,0,
2023-11-01,2023-10-06,813a3664-fae7,005-APTITRH-01,2023-10-05,,,10,2340,TQ4487070791,,,0,
2023-11-01,2023-10-12,163e48cd-1a2f,008-CASSETTE-01,2023-10-12,16,,8,106760,UR4649976248,,,0,
2023-11-01,2023-10-03,23035ce7-c67b,009-CCB-01,2023-10-03,16,,15,163455,AK1111765431,,,0,
2023-11-01,2023-10-25,17fe1401-5a77,014-VERISURE-BD,2023-10-25,,,3,11910,CY7259779870,,,0,
2023-11-01,2023-10-12,213a73f2-ea9e,004-APTITR-01,2023-10-12,16,,4,17160,HX4206296094,,,0,
2023-11-01,2023-09-25,a8d25ccf-204b,005-APTITRH-01,2023-09-25,16,,6,1560,BQ1157822471,,,0,
2023-11-01,2023-10-18,6d29762d-83c3,016-AEROFLEX-01,2023-10-18,16,,15,121200,WA0152823025,,,0,
2023-11-01,2023-09-26,b3ba6165-8b2c,015-VERISURE-MI,2023-09-26,16,,3,27756,YU7887950474,,,0,
2023-11-01,2023-10-06,468bf21e-d4a3,005-APTITRH-01,2023-10-06,16,,4,468,LZ2217226358,,,0,
2023-11-01,2023-10-31,3be3554e-06f2,008-CASSETTE-01,2023-10-31,,,2,3140,RL2921285597,,,0,
2023-11-01,2023-09-26,9819991a-d548,008-CASSETTE-01,2023-09-26,16,,17,226865,NE6041039832,,,0,
2023-11-01,2023-10-09,c8b24595-99f6,007-TYVEK-01,2023-10-09,16,,2,9482,ZK4862214105,,,0,
2023-11-01,2023-10-25,1ebeb209-fbb8,004-APTITR-01,2023-10-25,,,12,72072,EP1220188873,,,0,
2023-11-01,2023-09-19,b1c731fe-9570,003-100S-01,2023-09-19,,,1,784,AU2693804101,,,0,
2023-11-01,2023-09-26,e44bcfac-b67f,016-AEROFLEX-01,2023-09-26,16,,1,808,WF9993727152,,,0,
2023-11-01,2023-10-27,4fec1a3f-616a,011-BIOTRACE-PRO,2023-10-27,,,10,89280,SX1377901182,,,0,
2023-11-01,2023-10-06,8b4cedf6-d283,005-APTITRH-01,2023-10-06,16,,6,546,BD4061257380,,,0,
2023-11-01,2023-06-19,e83fa452-6594,016-AEROFLEX-01,2023-09-01,,,2,4040,WY1312546597,,,0,
2023-11-01,2023-10-31,de911637-8d84,011-BIOTRACE-PRO,2023-10-31,,,17,240312,EK2187391758,,,0,
2023-11-01,2023-10-12,a9cc3a64-1e53,009-CCB-01,2023-10-12,16,,14,143584,RQ8850812922,,,0,
2023-11-01,2023-10-09,5ee64057-3b48,007-TYVEK-01,2023-10-09,16,,1,1293,LA3864895787,,,0,
2023-11-01,2023-10-20,7559f92b-8fc1,013-SEALSURE-01,2023-10-20,16,,4,2368,RJ1179573496,,,0,
2023-11-01,2023-10-26,0f5248ba-c74f,014-VERISURE-BD,2023-10-26,,,11,104808,KZ5681135250,,,0,
2023-11-01,2023-10-31,aa9baf8e-f0ed,011-BIOTRACE-PRO,2023-10-31,,,4,14880,ZB3741453827,,,0,
2023-11-01,2023-10-26,436fd6a7-f9c3,018-ENZOL-01,2023-10-26,16,,10,104500,KD0668571282,,,0,
2023-11-01,2023-10-06,a3c20006-4bbf,019-CIDEX-01,2023-10-06,16,,1,662,VQ7954138256,,,0,
2023-11-01,2023-09-26,2d4aeb5d-39d7,002-NX-01,2023-09-25,,,4,14520,MP6146904308,,,0,
2023-11-01,2023-09-28,867627a0-9a40,018-ENZOL-01,2023-09-28,,,11,188100,EZ6096360698,,,0,
2023-11-02,2023-10-24,33701363-34c4,007-TYVEK-01,2023-10-23,,,1,1293,BG1712840366,,,0,
2023-11-02,2023-10-25,2b5d000e-75d1,016-AEROFLEX-01,2023-10-25,,,4,8080,NT2653898051,,,0,
2023-11-02,2023-10-26,93507b37-e424,018-ENZOL-01,2023-10-26,16,,8,106400,UH8805203809,,,0,
2023-11-02,2023-10-09,387b025a-dbbd,008-CASSETTE-01,2023-10-09,16,,6,61230,UO6680465082,,,0,
2023-11-02,2023-10-23,c75f97cd-51a5,016-AEROFLEX-01,2023-10-23,16,,1,1212,HX0902021927,,,0,
2023-11-02,2023-10-31,9c546229-1f9c,019-CIDEX-01,2023-11-01,16,,17,213826,YG2781030073,,,0,
2023-11-02,2023-10-17,ba2066f9-725a,012-BIOTRACE-MINI,2023-10-17,,,3,4488,PU1437689666,,,0,
2023-11-02,2023-09-21,b33b213b-692f,012-BIOTRACE-MINI,2023-10-21,16,,2,1360,XF5514944480,,,0,
2023-11-02,2023-10-12,a8b98ed6-9d02,019-CIDEX-01,2023-10-12,16,,2,3972,EJ9549607811,,,0,
2023-11-02,2023-10-25,fc5d5bec-7674,007-TYVEK-01,2023-10-25,16,,7,36204,DI2656963633,,,0,
2023-11-02,2023-09-15,e1216ce7-7cbc,004-APTITR-01,2023-09-15,,,4,6864,AX3928859296,,,0,
2023-11-02,2023-10-31,498fdfe1-5db5,004-APTITR-01,2023-11-01,16,,9,46332,CD6904051915,,,0,
2023-11-02,2023-09-15,9117911e-64b2,014-VERISURE-BD,2023-09-15,,,1,794,EY1561719105,,,0,
2023-11-02,2023-10-06,880ebdf6-cccb,021-CIDEZYME-01,2023-10-05,,,9,17010,HG3288512866,,,0,
2023-11-02,2023-10-12,b540d4e6-364b,002-NX-01,2023-10-12,16,,15,145200,IQ8132508457,,,0,
2023-11-02,2023-10-03,1fa6444c-62a7,002-NX-01,2023-10-03,16,,7,71995,FY8028144002,,,0,
2023-11-02,2023-10-25,5353761e-6c13,010-VELOCITY-01,2023-10-25,,,1,244,NT7775155808,,,0,
2023-11-02,2023-10-12,bfce898b-095f,014-VERISURE-BD,2023-10-12,16,,8,76224,GE3525666364,,,0,
2023-11-02,2023-09-25,07a4f7db-1aaf,021-CIDEZYME-01,2023-09-25,16,,3,945,VG4769323148,,,0,
2023-11-02,2023-10-18,05976321-615f,019-CIDEX-01,2023-10-18,16,,3,5958,KW2260307176,,,0,
2023-11-02,2023-09-26,f0c8ef73-682e,002-NX-01,2023-09-26,16,,6,54450,JR0413532761,,,0,
2023-11-02,2023-10-06,8b997322-8d40,019-CIDEX-01,2023-10-06,16,,1,9930,DI0070213649,,,0,
2023-11-02,2023-10-31,c3376796-7f14,014-VERISURE-BD,2023-10-31,,,2,9528,UK0448499501,,,0,
2023-11-02,2023-09-26,2d4aeb5d-39d7,002-NX-01,2023-09-26,16,,3,10890,GO1807606659,,,0,
2023-11-02,2023-10-09,cccc7ebf-09f6,004-APTITR-01,2023-10-09,16,,3,12870,PB2676638825,,,0,
2023-11-02,2023-10-25,1a7285d3-5a75,016-AEROFLEX-01,2023-10-25,,,4,27472,XA3303569235,,,0,
2023-11-02,2023-09-19,5002c23c-e75f,005-APTITRH-01,2023-09-19,,,4,312,HS2732626946,,,0,
2023-11-02,2023-10-27,ffc9fa30-6720,005-APTITRH-01,2023-10-27,,,10,2080,AK1646426905,,,0,
2023-11-02,2023-09-26,55ed0426-0e31,015-VERISURE-MI,2023-09-26,16,,8,53456,AQ7271321276,,,0,
2023-11-02,2023-10-27,a6eaf451-40b0,006-TRAYMAT-01,2023-10-27,,,1,891,RC5721220319,,,0,
2023-11-02,2023-10-06,cc0ebd11-8a72,012-BIOTRACE-MINI,2023-10-06,16,,1,680,RX1450398811,,,0,
2023-11-02,2023-06-19,e14ff258-de36,008-CASSETTE-01,2023-09-01,,,2,4710,PV8893188369,,,0,
2023-11-02,2023-10-31,d90d78e3-8827,015-VERISURE-MI,2023-10-31,,,14,129528,MN1327655624,,,0,
2023-11-02,2023-10-12,4a0dfd38-353b,017-EVOTECH-01,2023-10-12,16,,12,132768,OF0784989124,,,0,
2023-11-02,2023-10-09,9d821148-31f5,003-100S-01,2023-10-09,16,,12,169344,QY5527603829,,,0,
2023-11-02,2023-10-31,835dcfff-716a,012-BIOTRACE-MINI,2023-11-01,16,,8,8704,ZZ1549317870,,,0,
2023-11-02,2023-10-20,4a09b261-6c20,002-NX-01,2023-10-20,16,,5,42350,OD0180828766,,,0,
2023-11-02,2023-10-26,f145997f-c541,021-CIDEZYME-01,2023-10-26,,,2,420,UZ1452340035,,,0,
2023-11-02,2023-10-31,71a678d2-30bf,019-CIDEX-01,2023-10-31,,,1,5958,UI8557804962,,,0,
2023-11-02,2023-10-26,297be75d-bfc0,005-APTITRH-01,2023-10-26,16,,4,520,VU0839757725,,,0,
2023-11-02,2023-10-06,c15ea70f-996e,008-CASSETTE-01,2023-10-06,16,,13,142870,SD0702942931,,,0,
2023-11-02,2023-09-26,37bc1545-fa93,018-ENZOL-01,2023-09-25,,,2,19000,TG8289801603,,,0,
2023-11-02,2023-09-28,bb6bdac2-684b,002-NX-01,2023-09-28,,,9,54450,QS8477824932,,,0,
2023-11-03,2023-10-24,982dad22-42b1,008-CASSETTE-01,2023-10-23,,,4,12560,KK5293985472,,,0,
2023-11-03,2023-10-25,f04a9c40-0df3,021-CIDEZYME-01,2023-10-25,,,1,210,TH7281612475,,,0,
2023-11-03,2023-10-26,cabfecc8-3cc7,004-APTITR-01,2023-10-26,16,,13,100386,CL0318132614,,,0,
2023-11-03,2023-10-09,5cef8e99-8634,013-SEALSURE-01,2023-10-09,16,,1,148,OV7937827598,,,0,
2023-11-03,2023-10-31,5d849f5c-0b75,011-BIOTRACE-PRO,2023-11-01,16,,17,252960,PI6328686622,,,0,
2023-11-03,2023-10-17,28c7b63e-7270,020-CIDEX-TS-01,2023-10-17,,,15,4320,ED3007628898,,,0,
2023-11-03,2023-10-31,cb56a2bb-b77d,021-CIDEZYME-01,2023-10-31,,,10,21000,ZO3759978686,,,0,
2023-11-03,2023-09-21,c7107ed5-d148,017-EVOTECH-01,2023-10-21,16,,2,35036,DA2983547256,,,0,
2023-11-03,2023-10-12,1e16ed0b-a0d8,011-BIOTRACE-PRO,2023-10-12,16,,5,63240,TE6600249608,,,0,
2023-11-03,2023-10-25,5c19e9ab-c3de,021-CIDEZYME-01,2023-10-25,16,,2,3360,XY7172893530,,,0,
2023-11-03,2023-09-15,a895a628-ec2d,009-CCB-01,2023-09-15,,,14,152558,OG3790006495,,,0,
2023-11-03,2023-09-15,2839199b-1d90,002-NX-01,2023-09-15,,,5,24200,KH6253976582,,,0,
2023-11-03,2023-10-06,40c73b7d-d455,007-TYVEK-01,2023-10-05,,,10,43100,FT7129111769,,,0,
2023-11-03,2023-10-12,456cf791-3c3d,015-VERISURE-MI,2023-10-12,16,,8,78128,PO5403380955,,,0,
2023-11-03,2023-10-03,36fe7815-cf05,013-SEALSURE-01,2023-10-03,16,,2,888,YJ8653321196,,,0,
2023-11-03,2023-10-25,56a34ec1-0579,004-APTITR-01,2023-10-25,,,2,2574,FP0050472764,,,0,
2023-11-03,2023-10-12,cb3b4d62-77fc,012-BIOTRACE-MINI,2023-10-12,16,,13,26520,EE7516481868,,,0,
2023-11-03,2023-09-25,29f36323-c383,018-ENZOL-01,2023-09-25,16,,8,106400,IJ6010486260,,,0,
2023-11-03,2023-10-18,0f2c3abf-875c,018-ENZOL-01,2023-10-18,16,,10,114000,VX0699639839,,,0,
2023-11-03,2023-09-26,69d1557e-d693,009-CCB-01,2023-09-26,16,,7,80766,GN0107309851,,,0,
2023-11-03,2023-10-06,0ddbc9e7-5d56,009-CCB-01,2023-10-06,16,,4,12820,YE7928495741,,,0,
2023-11-03,2023-10-31,fbc22f8b-ddca,011-BIOTRACE-PRO,2023-10-31,,,12,107136,RJ2998605774,,,0,
2023-11-03,2023-09-26,73955fd9-3216,007-TYVEK-01,2023-09-26,16,,1,3879,EJ1888359383,,,0,
2023-11-03,2023-10-09,6f941ce2-494f,018-ENZOL-01,2023-10-09,16,,1,950,JT2556519638,,,0,
2023-11-03,2023-10-25,b54a5027-4ba3,014-VERISURE-BD,2023-10-25,,,4,25408,YX5953903753,,,0,
2023-11-03,2023-09-19,6eac51f5-b5c5,006-TRAYMAT-01,2023-09-19,,,8,142560,KT1359343501,,,0,
2023-11-03,2023-10-23,8f3a30be-f72e,019-CIDEX-01,2023-10-23,16,,1,662,KN2497090114,,,0,
2023-11-03,2023-10-31,ae1a080f-647c,021-CIDEZYME-01,2023-11-01,16,,2,1470,GA2641073395,,,0,
2023-11-03,2023-10-27,f9ca8f22-e7eb,006-TRAYMAT-01,2023-10-27,,,1,4455,QU8621579772,,,0,
2023-11-03,2023-09-26,ec8399da-8bc1,013-SEALSURE-01,2023-09-26,16,,5,9620,YR8700107361,,,0,
2023-11-03,2023-10-27,7331b70a-80fd,010-VELOCITY-01,2023-10-27,,,4,16592,KH9113367542,,,0,
2023-11-03,2023-10-06,a51e2fd4-4d42,011-BIOTRACE-PRO,2023-10-06,16,,5,22320,FW3794208565,,,0,
2023-11-03,2023-06-19,bbfc22c4-488e,006-TRAYMAT-01,2023-09-01,,,4,14256,KG5966449917,,,0,
2023-11-03,2023-10-31,0c145d56-a96b,001-100NX-01,2023-10-31,,,1,2454,LN8378559282,,,0,
2023-11-03,2023-10-12,386e469f-f544,021-CIDEZYME-01,2023-10-12,16,,1,210,QN3068606865,,,0,
2023-11-03,2023-10-09,1a24160c-2a6a,015-VERISURE-MI,2023-10-09,16,,1,514,YD4469555100,,,0,
2023-11-03,2023-10-31,1ef74a1e-3f3e,006-TRAYMAT-01,2023-11-01,16,,15,240570,RW2960402054,,,0,
2023-11-03,2023-10-20,45beee0c-0d4d,021-CIDEZYME-01,2023-10-20,16,,1,1680,QQ5303293873,,,0,
2023-11-03,2023-10-26,97296a1a-73ff,015-VERISURE-MI,2023-10-26,,,10,77100,FP7690563156,,,0,
2023-11-03,2023-10-26,72e539a8-99d9,004-APTITR-01,2023-10-26,16,,13,100386,ZS6637939220,,,0,
2023-11-03,2023-10-06,3747faad-2e19,006-TRAYMAT-01,2023-10-06,16,,2,10692,IL7047305429,,,0,
2023-11-03,2023-09-26,aea48c6d-dcc3,013-SEALSURE-01,2023-09-25,,,1,2072,QQ9316436739,,,0,
2023-11-03,2023-09-28,46018ae7-f4bd,011-BIOTRACE-PRO,2023-09-28,,,14,156240,TI2305772158,,,0,
2023-11-06,2023-11-03,cb2da517-1671,006-TRAYMAT-01,2023-11-03,16,,9,112266,WM5682842468,,,0,
2023-11-06,2023-10-26,2b5a18c0-36b5,015-VERISURE-MI,2023-10-26,16,,13,133640,IB8373585360,,,0,
2023-11-06,2023-11-03,33ea887c-5540,017-EVOTECH-01,2023-11-03,,,8,59008,GF2824249884,,,0,
2023-11-06,2023-10-25,ba5c9274-72be,007-TYVEK-01,2023-10-25,,,14,84476,BR9760010243,,,0,
2023-11-06,2023-10-09,106e7468-6a6e,005-APTITRH-01,2023-10-09,16,,6,702,TS0745914840,,,0,
2023-11-06,2023-10-31,bf41ad75-8810,005-APTITRH-01,2023-11-01,16,,6,468,TQ3508321081,,,0,
2023-11-06,2023-10-17,a17bbe7c-6856,002-NX-01,2023-10-17,,,15,163350,QO3430265286,,,0,
2023-11-06,2023-10-31,02c9b80d-0378,016-AEROFLEX-01,2023-10-31,,,15,90900,WW1332148202,,,0,
2023-11-06,2023-09-21,66d6a405-b95a,004-APTITR-01,2023-10-21,16,,1,429,SO7526723651,,,0,
2023-11-06,2023-10-12,e46287dd-327a,005-APTITRH-01,2023-10-12,16,,9,1989,FL5887554722,,,0,
2023-11-06,2023-10-25,2bda75bd-a938,017-EVOTECH-01,2023-10-25,16,,5,55320,JB5302741899,,,0,
2023-11-06,2023-09-15,f2ffff2f-4d79,008-CASSETTE-01,2023-09-15,,,3,7065,QF6105533648,,,0,
2023-11-06,2023-09-15,b31a9f10-90ca,010-VELOCITY-01,2023-09-15,,,2,2440,QK4042252304,,,0,
2023-11-06,2023-10-06,4fa712dd-612a,016-AEROFLEX-01,2023-10-05,,,10,64640,HT1751406599,,,0,
2023-11-06,2023-10-12,cb2c10d5-35ab,004-APTITR-01,2023-10-12,16,,9,46332,BN3682233405,,,0,
2023-11-06,2023-10-03,35309dad-5f09,013-SEALSURE-01,2023-10-03,16,,1,740,JQ0957287166,,,0,
2023-11-06,2023-10-25,7b13a161-a996,001-100NX-01,2023-10-25,,,3,7362,IE6173499917,,,0,
2023-11-06,2023-09-25,21a6963c-307b,019-CIDEX-01,2023-09-25,16,,11,87384,WA5577712753,,,0,
2023-11-06,2023-10-18,d026b86f-72dd,005-APTITRH-01,2023-10-18,16,,6,1170,CH8761036164,,,0,
2023-11-06,2023-09-26,2450c0ea-9d06,018-ENZOL-01,2023-09-26,16,,2,3800,TK7901449612,,,0,
2023-11-06,2023-10-06,b09b910f-b246,013-SEALSURE-01,2023-10-06,16,,1,592,ML7841122780,,,0,
2023-11-06,2023-10-31,7331b70a-80fd,010-VELOCITY-01,2023-10-31,,,9,37332,OZ9311690665,,,0,
2023-11-06,2023-09-26,36ec225c-5171,019-CIDEX-01,2023-09-26,16,,4,23832,TA1828439910,,,0,
2023-11-06,2023-10-09,718eaab4-9cc8,003-100S-01,2023-10-09,16,,9,77616,JT9520503170,,,0,
2023-11-06,2023-10-25,30026a5a-cd8c,010-VELOCITY-01,2023-10-25,,,1,244,GK0289801655,,,0,
2023-11-06,2023-09-19,7dba42d0-d836,014-VERISURE-BD,2023-09-19,,,12,161976,JS7984264439,,,0,
2023-11-06,2023-10-23,d2a63d75-8458,007-TYVEK-01,2023-10-23,16,,2,1724,UE7816419862,,,0,
2023-11-06,2023-10-31,561a3039-4443,005-APTITRH-01,2023-11-01,16,,19,4693,NS2029154686,,,0,
2023-11-06,2023-10-27,2cb0d2e1-4e2c,014-VERISURE-BD,2023-10-27,,,1,794,SH9272876281,,,0,
2023-11-06,2023-09-26,2d4b4441-e174,013-SEALSURE-01,2023-09-26,16,,15,42180,TK6558825777,,,0,
2023-11-06,2023-10-27,18ccffad-dd92,018-ENZOL-01,2023-10-27,,,1,5700,NA4910961538,,,0,
2023-11-06,2023-10-06,50dfe586-40bf,009-CCB-01,2023-10-06,16,,11,133969,WA0197475111,,,0,
2023-11-06,2023-10-12,6ed0b7f5-2ea0,001-100NX-01,2023-10-12,16,,1,818,SB3170985791,,,0,
2023-11-06,2023-06-19,8df18e32-9207,016-AEROFLEX-01,2023-09-01,,,9,65448,QB3987074674,,,0,
2023-11-06,2023-10-31,0be08593-58a3,010-VELOCITY-01,2023-10-31,,,11,40260,XG2605132771,,,0,
2023-11-06,2023-10-12,4d4c7b35-0b9d,005-APTITRH-01,2023-10-12,16,,1,117,EF2955199708,,,0,
2023-11-06,2023-10-09,436f3bcc-97ae,016-AEROFLEX-01,2023-10-09,16,,9,47268,NR8278854971,,,0,
2023-11-06,2023-10-31,7650b116-d68f,018-ENZOL-01,2023-11-01,16,,11,198550,LE6346016373,,,0,
2023-11-06,2023-10-20,25e7d434-7cba,008-CASSETTE-01,2023-10-20,16,,2,20410,CB8772658994,,,0,
2023-11-06,2023-10-26,ef874527-e677,013-SEALSURE-01,2023-10-26,,,7,7252,UN1495468842,,,0,
2023-11-06,2023-10-26,405a9c29-12d9,015-VERISURE-MI,2023-10-26,16,,3,21588,CY2276025772,,,0,
2023-11-06,2023-10-06,a3934193-a6cd,013-SEALSURE-01,2023-10-06,16,,7,11396,UO2125268958,,,0,
2023-11-06,2023-09-26,339d73a2-b035,006-TRAYMAT-01,2023-09-25,,,1,891,XW7733385787,,,0,
2023-11-06,2023-09-28,3b409d4a-a94a,001-100NX-01,2023-09-28,,,2,11452,FF5312904147,,,0,
2023-11-06,2023-10-24,5698c15a-b3b8,014-VERISURE-BD,2023-10-23,,,9,100044,ZB5635737857,,,0,
2023-11-06,2023-11-03,69901dbd-fa9d,008-CASSETTE-01,2023-11-03,Z1,,1,785,BV3844425053,,,0,
2023-11-07,2023-11-03,09eb2ad0-c549,002-NX-01,2023-11-03,16,,3,29040,RM1587222924,,,0,
2023-11-07,2023-10-24,fbe7b145-b49b,010-VELOCITY-01,2023-10-23,,,4,6832,CU3117932306,,,0,
2023-11-07,2023-11-06,62364318-eda4,004-APTITR-01,2023-11-06,,,8,54912,OT1210243476,,,0,
2023-11-07,2023-11-06,0257d3cb-8b39,020-CIDEX-TS-01,2023-11-06,,,6,1536,EF0691862341,,,0,
2023-11-07,2023-10-23,0cbe70ae-82e0,019-CIDEX-01,2023-10-23,16,,3,35748,BF5824188502,,,0,
2023-11-07,2023-10-31,6cb71365-e39e,012-BIOTRACE-MINI,2023-11-01,16,,8,19584,EQ4678497992,,,0,
